area,price,Adress,floor,facade,road_in,car_parking,bedrooms,wc
96 ,32.0,"Phường Kim Giang, Quận Thanh Xuân",1,4,0,0,0,0
31 ,14.0,"Phường Thanh Xuân Trung, Quận Thanh Xuân",6,4,0,0,0,0
61 ,12.0,"Phường Phương Liệt, Quận Thanh Xuân",2,52,9,0,0,0
72 ,15.5,"Phường Nhân Chính, Quận Thanh Xuân",2,36,7,0,0,0
33 ,15.5,"Phường Thượng Đình, Quận Thanh Xuân",5,6,0,0,3,3
50 ,21.0,"Phường Khương Mai, Quận Thanh Xuân",6,38,0,0,4,2
47 ,14.0,"Phường Khương Đình, Quận Thanh Xuân",2,4,0,0,2,2
30 ,18.2,"Phường Khương Trung, Quận Thanh Xuân",4,96,0,0,6,3
60 ,18.5,"Phường Nhân Chính, Quận Thanh Xuân",6,36,7,0,0,0
30 ,11.8,"Phường Thượng Đình, Quận Thanh Xuân",6,42,0,0,6,3
81 ,22.0,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",6,45,0,0,7,4
109 ,10.5,"Phường Khương Đình, Quận Thanh Xuân",2,7,0,0,2,2
60 ,10.5,"Phường Thượng Đình, Quận Thanh Xuân",2,45,0,0,2,2
54 ,14.0,"Phường Trung Hòa, Quận Cầu Giấy",7,57,0,0,11,11
43 ,11.9,"Phường Trung Hòa, Quận Cầu Giấy",7,0,0,0,3,4
43 ,14.7,"Phường Láng Hạ, Quận Đống Đa",5,6,0,0,4,4
42 ,15.0,"Phường Vĩnh Phúc, Quận Ba Đình",7,0,0,0,4,4
70 ,27.5,"Phường Khương Trung, Quận Thanh Xuân",7,8,20,0,6,6
65 ,10.6,"Phường Ngã Tư Sở, Quận Đống Đa",5,5,10,0,6,6
70 ,9.5,"Phường Khương Trung, Quận Thanh Xuân",5,6,10,0,6,5
40 ,0.254,"Phường Phương Canh, Quận Nam Từ Liêm",4,345,11,1,4,3
84 ,13.5,"Phường Ngọc Thụy, Quận Long Biên",1,42,15,4,2,2
100 ,48.5,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",9,7,20,0,8,9
70 ,9.5,"Phường Khương Mai, Quận Thanh Xuân",4,5,10,0,4,4
50 ,12.6,"Phường Vĩnh Phúc, Quận Ba Đình",4,4,6,0,4,3
140 ,55.0,"Phường Láng Hạ, Quận Đống Đa",5,6,24,0,0,0
100 ,49.0,"Phường Láng Hạ, Quận Đống Đa",8,11,20,0,8,8
470 ,135.0,"Phường Bồ Đề, Quận Long Biên",1,13,40,4,1,1
42 ,7.3,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
41 ,6.7,"Phường Vạn Phúc, Quận Hà Đông",5,37,5,0,6,4
50 ,10.2,"Phường Kiến Hưng, Quận Hà Đông",7,5,12,0,6,5
50 ,13.7,"Phường La Khê, Quận Hà Đông",7,5,18,0,4,0
50 ,10.2,"Phường Phúc La, Quận Hà Đông",6,42,12,0,6,5
50 ,0.665,"Phường La Khê, Quận Hà Đông",7,5,18,0,5,5
215 ,190.0,"Phường Bưởi, Quận Tây Hồ",9,40,20,4,11,11
129 ,40.0,"Phường Bưởi, Quận Tây Hồ",4,55,20,4,1,1
220 ,90.0,"Phường Bưởi, Quận Tây Hồ",9,13,20,4,9,9
25 ,305.0,"Phường Tân Mai, Quận Hoàng Mai",5,35,10,0,4,4
60 ,9.5,"Phường Khương Trung, Quận Thanh Xuân",5,5,10,1,4,4
60 ,11.0,"Phường Khương Trung, Quận Thanh Xuân",4,6,10,0,4,4
88 ,15.5,"Phường Trung Hòa, Quận Cầu Giấy",5,68,10,0,4,4
95 ,13.8,"Phường Khương Đình, Quận Thanh Xuân",5,55,10,0,6,6
31 ,2.89,"Phường Phúc Lợi, Quận Long Biên",4,38,38,0,4,2
200 ,42.9,"Phường Văn Quán, Quận Hà Đông",4,10,30,0,2,4
110 ,68.3,"Phường Trung Hòa, Quận Cầu Giấy",7,7,20,0,7,8
75 ,33.4,"Phường Cát Linh, Quận Đống Đa",7,55,30,0,4,7
45 ,26.0,"Phường Yên Hòa, Quận Cầu Giấy",8,63,30,0,7,7
198 ,115.0,"Phường Quan Hoa, Quận Cầu Giấy",0,0,0,0,0,0
376.5 ,300.0,"Phường Quảng An, Quận Tây Hồ",1,15,20,4,4,3
105 ,39.5,"Phường Thụy Khuê, Quận Tây Hồ",7,52,20,4,9,7
202 ,96.0,"Phường Quảng An, Quận Tây Hồ",3,809,20,4,6,5
65 ,25.0,"Phường Thành Công, Quận Ba Đình",4,46,20,4,3,4
78 ,17.0,", Quận Ba Đình",3,52,20,4,6,6
50 ,7.5,"Phường Phú La, Quận Hà Đông",5,5,20,2,5,4
51 ,14.2,"Phường Đại Kim, Quận Hoàng Mai",7,4,20,4,6,6
60 ,21.0,"Phường Bách Khoa, Quận Hai Bà Trưng",5,45,20,4,6,5
65 ,15.0,"Phường Trương Định, Quận Hai Bà Trưng",5,586,20,4,4,5
40 ,13.0,"Phường Kim Liên, Quận Đống Đa",5,52,10,2,4,5
38 ,15.5,"Phường Ngọc Khánh, Quận Ba Đình",4,45,20,4,5,4
41 ,10.5,"Phường Phương Liệt, Quận Thanh Xuân",5,5,20,4,6,5
64 ,31.0,"Phường Yên Hòa, Quận Cầu Giấy",6,58,30,4,8,6
300 ,135.0,"Phường Phạm Đình Hổ, Quận Hai Bà Trưng",4,20,30,4,11,11
79 ,16.8,"Phường Việt Hưng, Quận Long Biên",5,75,20,4,4,5
58 ,15.0,"Phường Láng Hạ, Quận Đống Đa",5,4,15,4,4,5
50 ,11.9,"Phường Cầu Dền, Quận Hai Bà Trưng",3,3,20,4,3,3
105 ,40.0,"Phường Thụy Khuê, Quận Tây Hồ",7,515,20,4,10,8
33.2 ,8.7,"Phường Trương Định, Quận Hai Bà Trưng",3,342,20,4,3,3
65 ,15.0,"Phường Trương Định, Quận Hai Bà Trưng",5,59,20,4,5,5
80 ,14.5,"Phường Trương Định, Quận Hai Bà Trưng",3,4,20,4,3,4
41 ,10.0,"Phường Phương Liệt, Quận Thanh Xuân",5,5,20,4,4,5
68 ,13.2,"Phường Phương Liệt, Quận Thanh Xuân",8,45,10,4,6,8
40 ,8.65,"Phường Phúc Đồng, Quận Long Biên",6,4,12,2,6,6
103 ,36.8,"Phường Bồ Đề, Quận Long Biên",5,6,20,4,5,4
41 ,14.0,"Phường Cát Linh, Quận Đống Đa",4,32,30,4,3,4
41 ,14.0,"Phường Cát Linh, Quận Đống Đa",4,32,30,4,3,4
55 ,10.0,"Phường Giáp Bát, Quận Hoàng Mai",7,35,15,4,11,11
75 ,41.0,"Phường Ô Chợ Dừa, Quận Đống Đa",8,5,40,4,8,8
45 ,17.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",4,4,15,4,4,4
30 ,10.5,"Phường Cát Linh, Quận Đống Đa",6,35,15,4,3,5
42 ,12.5,"Phường Mai Dịch, Quận Cầu Giấy",5,4,20,4,4,5
105 ,35.0,"Phường Kim Mã, Quận Ba Đình",5,7,15,4,11,11
55 ,16.8,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",0,5,15,4,10,6
240 ,12.0,"Phường Hàng Đào, Quận Hoàn Kiếm",2,12,10,0,2,2
34 ,10.95,"Phường Đội Cấn, Quận Ba Đình",5,0,0,0,3,3
34 ,10.95,"Phường Đội Cấn, Quận Ba Đình",5,0,0,0,3,0
34 ,10.95,"Phường Đội Cấn, Quận Ba Đình",5,0,10,0,3,3
34 ,10.95,"Phường Đội Cấn, Quận Ba Đình",5,0,0,0,0,0
50 ,80.0,"Phường Hàng Mã, Quận Hoàn Kiếm",10,5,0,0,0,0
40 ,15.5,"Phường Phố Huế, Quận Hai Bà Trưng",0,0,0,0,0,0
196 ,50.0,"Phường Ô Chợ Dừa, Quận Đống Đa",0,0,0,0,0,0
60 ,34.5,"Phường Ô Chợ Dừa, Quận Đống Đa",5,54,60,0,5,4
74 ,33.5,"Phường Cát Linh, Quận Đống Đa",8,5,30,0,6,6
46 ,13.8,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
78 ,41.0,"Phường Thanh Xuân Trung, Quận Thanh Xuân",3,7,40,0,3,3
100 ,18.0,"Phường Trung Hòa, Quận Cầu Giấy",5,5,10,0,6,6
90 ,49.5,"Phường Thanh Xuân Trung, Quận Thanh Xuân",5,6,30,0,0,0
56 ,16.0,"Phường Nhân Chính, Quận Thanh Xuân",5,5,30,0,6,6
75 ,13.8,"Phường Trung Hòa, Quận Cầu Giấy",5,5,10,0,5,5
200 ,100.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",3,8,8,0,6,5
40 ,6.1,"Phường Thịnh Quang, Quận Đống Đa",6,4,25,1,3,5
82 ,44.0,"Phường Bùi thị Xuân, Quận Hai Bà Trưng",7,4,20,4,11,11
100 ,29.0,"Phường Láng Thượng, Quận Đống Đa",5,43,30,4,4,6
60 ,10.9,"Phường Phương Mai, Quận Đống Đa",5,4,10,0,5,5
34 ,10.95,"Phường Đội Cấn, Quận Ba Đình",5,0,0,0,0,0
55 ,15.2,", Quận Thanh Xuân",4,4,30,4,5,5
70 ,3.2,"Phường Yên Nghĩa, Quận Hà Đông",1,5,10,0,0,0
45 ,7.4,"Phường Khương Trung, Quận Thanh Xuân",5,4,10,0,6,6
65 ,12.0,"Phường Nghĩa Đô, Quận Cầu Giấy",5,56,10,0,4,4
85 ,18.8,"Phường Cống Vị, Quận Ba Đình",4,45,12,4,4,5
70 ,19.5,"Phường Liễu Giai, Quận Ba Đình",4,5,16,4,5,6
35 ,3.9,"Phường Phúc Diễn, Quận Bắc Từ Liêm",5,35,0,1,3,0
60 ,15.0,"Phường Xuân La, Quận Tây Hồ",5,14,8,2,6,5
80 ,33.8,"Phường Trung Hòa, Quận Cầu Giấy",8,6,20,4,11,11
90 ,19.6,"Phường Cống Vị, Quận Ba Đình",4,5,12,0,5,5
130 ,56.0,"Phường Cống Vị, Quận Ba Đình",10,8,8,4,11,11
38 ,4.3,"Phường Phúc Diễn, Quận Bắc Từ Liêm",4,0,5,4,3,3
85 ,16.0,"Phường Nhân Chính, Quận Thanh Xuân",5,4,10,0,4,4
80 ,12.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,5,10,0,4,4
65 ,25.5,"Phường Yên Hòa, Quận Cầu Giấy",6,5,15,0,6,6
140 ,28.0,"Phường Ô Chợ Dừa, Quận Đống Đa",6,4,14,0,0,0
60 ,13.1,"Phường Khương Trung, Quận Thanh Xuân",6,5,10,0,4,4
65 ,12.3,"Phường Yên Hòa, Quận Cầu Giấy",4,5,10,0,4,4
198 ,0.193,"Phường Dương Nội, Quận Hà Đông",4,9,30,0,0,0
35 ,4.1,"Phường Văn Quán, Quận Hà Đông",5,359999990463257,0,0,4,5
36 ,2.4,"Phường Dương Nội, Quận Hà Đông",3,4,4,0,4,4
31 ,3.2,"Phường Xuân Phương, Quận Nam Từ Liêm",5,36,35,1,3,0
51 ,7.25,"Phường Mộ Lao, Quận Hà Đông",5,0,0,0,6,0
38 ,9.6,"Phường Đống Mác, Quận Hai Bà Trưng",4,10,10,0,0,0
40 ,13.0,"Phường Quỳnh Lôi, Quận Hai Bà Trưng",6,45,8,0,4,0
133 ,33.0,"Phường Phương Liệt, Quận Thanh Xuân",8,54,0,0,10,0
142 ,15.2,"Phường Yên Sở, Quận Hoàng Mai",3,58,6,1,4,2
150 ,22.0,"Phường Nghĩa Tân, Quận Cầu Giấy",6,0,30,2,6,5
180 ,50.0,"Phường Láng Thượng, Quận Đống Đa",6,6,30,2,6,5
100 ,33.0,"Phường Bưởi, Quận Tây Hồ",1,68,11,4,1,1
45 ,31.5,"Phường Trung Liệt, Quận Đống Đa",7,64,30,4,6,6
120 ,35.5,"Phường Quang Trung, Quận Đống Đa",8,7,8,4,11,11
65 ,16.2,"Phường Nghĩa Đô, Quận Cầu Giấy",5,5,15,0,6,6
55 ,11.5,"Phường Thanh Xuân Trung, Quận Thanh Xuân",5,5,10,0,5,5
95 ,23.9,"Phường Nam Đồng, Quận Đống Đa",5,5,15,0,6,6
62 ,14.0,"Phường Kiến Hưng, Quận Hà Đông",5,4,5,1,4,4
100 ,37.0,"Phường Phố Huế, Quận Hai Bà Trưng",7,6,15,0,9,0
45 ,10.5,"Phường Phương Liệt, Quận Thanh Xuân",5,5,10,0,4,4
56 ,11.0,"Phường Nhân Chính, Quận Thanh Xuân",5,5,55,0,3,0
60 ,14.2,"Phường Dịch Vọng, Quận Cầu Giấy",6,45,10,0,6,6
79 ,17.95,"Phường Văn Quán, Quận Hà Đông",5,47,12,2,4,0
93 ,15.8,"Phường Quang Trung, Quận Hà Đông",1,55,8,2,1,0
79 ,17.95,"Phường Văn Quán, Quận Hà Đông",5,47,12,2,4,0
29 ,7.4,"Phường Phú La, Quận Hà Đông",3,3,40,0,2,0
50 ,14.7,"Phường Dịch Vọng, Quận Cầu Giấy",7,4,6,0,6,0
49 ,11.6,"Phường Ô Chợ Dừa, Quận Đống Đa",3,46,8,0,2,0
140 ,60.0,"Phường Ô Chợ Dừa, Quận Đống Đa",4,10,42,4,5,5
90 ,16.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
200 ,170.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
250 ,200.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
100 ,80.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
85 ,58.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
70 ,35.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
550 ,380.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
70 ,57.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
200 ,105.0,", Quận Tây Hồ",0,0,0,0,0,0
260 ,39.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
150 ,75.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
150 ,43.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
500 ,260.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
90 ,35.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
110 ,106.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
155 ,1.21,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
60 ,15.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
80 ,16.0,", Quận Tây Hồ",0,0,0,0,0,0
100 ,13.0,", Quận Đống Đa",0,0,0,0,0,0
90 ,26.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
50 ,26.5,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
55 ,25.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
150 ,0.0,", Quận Tây Hồ",0,0,0,0,0,0
55 ,12.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
100 ,80.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
55 ,28.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
160 ,50.0,", Quận Cầu Giấy",0,0,0,0,0,0
90 ,88.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
170 ,48.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
80 ,0.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
148 ,80.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
140 ,20.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
128 ,0.0,", Quận Ba Đình",0,0,0,0,0,0
80 ,60.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
65 ,0.507,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
170 ,30.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
70 ,30.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
170 ,92.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
250 ,1.95,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
75 ,28.0,", Quận Ba Đình",0,0,0,0,0,0
80 ,45.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
80 ,43.0,", Quận Đống Đa",0,0,0,0,0,0
400 ,235.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
320 ,115.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
50 ,16.5,", Quận Đống Đa",0,0,0,0,0,0
365 ,239.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
315 ,250.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
120 ,32.0,", Quận Đống Đa",0,0,0,0,0,0
190 ,75.0,", Quận Tây Hồ",0,0,0,0,0,0
50 ,12.0,", Quận Ba Đình",0,0,0,0,0,0
150 ,69.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
150 ,25.0,", Quận Tây Hồ",0,0,0,0,0,0
80 ,0.624,"Phường Bạch Đằng, Quận Hai Bà Trưng",5,16,0,0,0,0
156 ,1.22,"Phường Bạch Đằng, Quận Hai Bà Trưng",3,6,0,0,0,0
300 ,57.0,", Quận Cầu Giấy",0,0,0,0,0,0
70 ,26.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
70 ,15.8,", Quận Cầu Giấy",0,0,0,0,0,0
120 ,0.0,", Quận Cầu Giấy",0,0,0,0,0,0
500 ,235.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
80 ,15.8,", Quận Cầu Giấy",0,0,0,0,0,0
130 ,45.0,", Quận Tây Hồ",0,0,0,0,0,0
260 ,100.0,", Quận Cầu Giấy",0,0,0,0,0,0
400 ,300.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
95 ,19.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
170 ,70.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
60 ,40.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
280 ,235.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
150 ,30.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
150 ,130.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
100 ,75.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
100 ,38.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
80 ,53.0,", Quận Tây Hồ",0,0,0,0,0,0
1500 ,896.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
300 ,155.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
80 ,53.5,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
75 ,38.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
150 ,115.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
30 ,4.9,"Phường Yết Kiêu, Quận Hà Đông",5,4,5,0,3,4
100 ,25.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",0,58,12,0,0,0
35 ,13.9,"Phường Nghĩa Tân, Quận Cầu Giấy",5,0,12,1,3,0
48 ,13.9,", Quận Cầu Giấy",4,0,16,3,4,0
155 ,23.0,", Quận Nam Từ Liêm",3,6,12,4,3,0
60 ,17.5,", Quận Nam Từ Liêm",7,0,10,2,6,0
550 ,380.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",11,16,20,0,0,0
65 ,10.6,"Phường Khương Mai, Quận Thanh Xuân",4,5,10,0,4,4
85 ,14.2,"Phường Khương Đình, Quận Thanh Xuân",4,62,10,1,5,5
82 ,11.0,"Phường Quan Hoa, Quận Cầu Giấy",0,0,0,0,5,6
73 ,12.0,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",6,42,5,2,5,0
51 ,15.0,"Phường Thanh Nhàn, Quận Hai Bà Trưng",5,63,10,1,4,4
45 ,16.5,"Phường Thanh Nhàn, Quận Hai Bà Trưng",5,45,20,1,6,4
40 ,13.0,"Phường Quỳnh Lôi, Quận Hai Bà Trưng",6,5,20,2,4,5
50 ,13.0,"Phường Quỳnh Lôi, Quận Hai Bà Trưng",6,5,10,2,4,5
55 ,15.0,"Phường Quỳnh Lôi, Quận Hai Bà Trưng",5,63,10,1,4,4
60 ,15.0,"Phường Vĩnh Tuy, Quận Hai Bà Trưng",6,0,8,2,4,0
110 ,68.5,"Phường Trung Hòa, Quận Cầu Giấy",8,7,20,4,0,0
140 ,66.0,"Phường Dịch Vọng, Quận Cầu Giấy",9,65,10,0,0,0
52 ,6.0,"Phường Bồ Đề, Quận Long Biên",5,4,4,1,4,4
33 ,4.7,"Phường Bồ Đề, Quận Long Biên",5,4,4,1,3,4
110 ,13.7,"Phường Bồ Đề, Quận Long Biên",4,5,20,0,0,0
34 ,4.15,"Phường Ngọc Thụy, Quận Long Biên",5,34,3,1,3,4
84 ,13.2,", Quận Long Biên",1,42,20,0,0,0
95 ,15.0,", Quận Long Biên",6,5,10,0,0,0
37 ,8.99,", Quận Long Biên",6,4,12,0,0,0
60 ,5.45,", Quận Long Biên",4,4,15,0,0,0
50 ,22.0,"Phường Nghĩa Đô, Quận Cầu Giấy",5,5,30,0,4,4
65 ,8.5,"Phường Trung Hòa, Quận Cầu Giấy",4,45,10,0,4,4
120 ,65.0,"Phường Quan Hoa, Quận Cầu Giấy",0,7,0,0,0,0
110 ,31.0,"Phường Cát Linh, Quận Đống Đa",8,52,0,0,0,0
50 ,15.0,"Phường Trung Liệt, Quận Đống Đa",5,45,10,0,4,4
55 ,9.0,"Phường Thanh Xuân Trung, Quận Thanh Xuân",6,13,4,0,4,4
63.5 ,13.5,"Phường Hà Cầu, Quận Hà Đông",4,45,0,0,3,3
63.5 ,13.5,"Phường Hà Cầu, Quận Hà Đông",4,45,0,0,3,3
50 ,0.0,"Phường Trung Hòa, Quận Cầu Giấy",5,0,0,0,0,0
55 ,5.8,"Xã Thanh Liệt, Huyện Thanh Trì",4,5,7,0,4,2
114 ,39.5,"Phường Quang Trung, Quận Đống Đa",8,14,10,0,7,0
70 ,40.7,"Phường Trung Liệt, Quận Đống Đa",4,6,30,0,5,4
65 ,31.0,"Phường Trung Hòa, Quận Cầu Giấy",6,6,30,0,6,6
220 ,30.0,"Phường Tương Mai, Quận Hoàng Mai",0,10,20,0,0,0
61 ,12.5,"Phường Tương Mai, Quận Hoàng Mai",7,45,6,2,5,6
50 ,5.5,"Phường Mai Dịch, Quận Cầu Giấy",5,4,3,4,4,3
65 ,7.1,"Phường Mai Dịch, Quận Cầu Giấy",5,56,0,0,11,6
40 ,5.3,"Phường Thụy Khuê, Quận Tây Hồ",5,75,6,4,4,4
100 ,26.0,"Phường Hạ Đình, Quận Thanh Xuân",1,4,60,4,1,1
110 ,30.0,"Phường Trung Liệt, Quận Đống Đa",7,7,15,4,11,7
123 ,30.0,"Phường Hạ Đình, Quận Thanh Xuân",10,6,15,4,10,10
80 ,18.0,"Phường Đồng Tâm, Quận Hai Bà Trưng",1,5,30,4,1,1
80 ,18.0,"Phường Văn Quán, Quận Hà Đông",5,5,20,4,5,5
80 ,32.5,"Phường Phú Thượng, Quận Tây Hồ",5,54,0,0,0,0
164 ,27.6,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",0,0,0,0,0,0
85 ,11.8,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",0,0,0,0,0,0
43 ,12.0,"Phường Quan Hoa, Quận Cầu Giấy",0,0,0,0,0,0
32 ,14.6,"Phường Nghĩa Tân, Quận Cầu Giấy",7,32,5,0,0,0
85 ,11.8,"Xã Đa Tốn, Huyện Gia Lâm",0,0,20,0,0,0
46 ,22.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",0,0,0,0,0,0
70 ,17.0,"Phường Nghĩa Tân, Quận Cầu Giấy",5,74,10,0,4,4
150 ,35.0,"Phường Văn Chương, Quận Đống Đa",4,0,0,0,0,0
150 ,45.0,"Phường Quốc Tử Giám, Quận Đống Đa",0,0,0,0,0,0
80 ,10.9,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",4,0,0,0,0,0
100 ,33.0,"Phường Quán Thánh, Quận Ba Đình",3,55,15,2,5,5
118 ,19.0,"Phường Quan Hoa, Quận Cầu Giấy",0,0,0,0,0,0
100 ,48.0,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",0,0,0,0,0,0
156 ,19.0,"Phường Kim Liên, Quận Đống Đa",0,8,0,0,0,0
129 ,33.0,"Phường Quang Trung, Quận Đống Đa",0,0,0,0,0,0
82 ,4.85,"Xã Kim Chung, Huyện Hoài Đức",1,37,4,0,1,1
120 ,62.0,"Phường Mai Dịch, Quận Cầu Giấy",11,78,15,0,10,10
50 ,4.0,"Thị Trấn Đông Anh, Huyện Đông Anh",0,0,0,0,0,0
34 ,2.8,"Thị Trấn Đông Anh, Huyện Đông Anh",0,0,0,0,0,0
230 ,145.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
400 ,165.0,", Quận Đống Đa",0,0,0,0,0,0
145 ,26.0,", Quận Tây Hồ",0,0,0,0,0,0
1000 ,325.0,", Quận Đống Đa",0,0,0,0,0,0
140 ,73.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
100 ,59.0,", Quận Tây Hồ",0,0,0,0,0,0
85 ,56.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
200 ,50.0,", Quận Đống Đa",0,0,0,0,0,0
80 ,37.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
110 ,40.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
90 ,28.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
55 ,42.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
600 ,470.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
90 ,30.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
60 ,12.0,", Quận Đống Đa",0,0,0,0,0,0
140 ,40.0,"Phường Cát Linh, Quận Đống Đa",0,0,0,0,0,0
140 ,58.0,", Quận Tây Hồ",0,0,0,0,0,0
550 ,380.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
170 ,30.0,", Quận Tây Hồ",0,0,0,0,0,0
600 ,230.0,", Quận Tây Hồ",0,0,0,0,0,0
100 ,186.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
80 ,11.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
250 ,34.0,", Quận Thanh Xuân",0,0,0,0,0,0
35 ,39.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
65 ,21.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
40 ,14.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
100 ,28.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
165 ,55.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
95 ,0.741,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
150 ,36.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
95 ,17.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
100 ,20.0,", Quận Tây Hồ",0,0,0,0,0,0
100 ,0.78,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
50 ,24.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
110 ,14.0,", Quận Đống Đa",0,0,0,0,0,0
250 ,160.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
215 ,115.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
150 ,56.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
